./setup.py,exec_used,B102,MEDIUM,HIGH,https://cwe.mitre.org/data/definitions/78.html,Use of exec detected.,17,4,30,[17],https://bandit.readthedocs.io/en/1.7.6/plugins/b102_exec_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,626,4,47,[626],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,627,4,47,[627],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,628,4,47,[628],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,629,4,47,[629],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,630,4,47,[630],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,631,4,47,[631],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,634,4,31,[634],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,659,4,58,[659],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,660,4,47,[660],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,661,4,47,[661],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,662,4,58,[662],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,663,4,47,[663],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,664,4,47,[664],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,667,4,32,[667],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,687,4,47,[687],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,688,4,47,[688],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,689,4,47,[689],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,690,4,47,[690],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,691,4,47,[691],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,692,4,47,[692],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,695,4,47,[695],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,744,4,50,[744],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,745,4,50,[745],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,746,4,50,[746],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,747,4,50,[747],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,748,4,50,[748],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,749,4,50,[749],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
./test/test_pygalmesh.py,assert_used,B101,LOW,HIGH,https://cwe.mitre.org/data/definitions/703.html,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,753,4,61,[753],https://bandit.readthedocs.io/en/1.7.6/plugins/b101_assert_used.html
